t,x,ts
1.1914895,0.24,2.3611279
1.2015018,0.24,2.3516645
1.2115144,0.24,2.3409848
1.2215269,0.24,2.3290672
1.2315394,0.24,2.315896
1.2415519,0.24,2.301462
1.2515644,0.24,2.2857618
1.2615769,0.24,2.268799
1.2715895,0.24,2.2505867
1.281602,0.24,2.2311423
1.2916145,0.24,2.2104945
1.301627,0.24,2.188677
1.3116395,0.24,2.1657352
1.321652,0.24,2.1417184
1.3316646,0.24,2.116687
1.3416771,0.24,2.0907056
1.3516896,0.24,2.0638475
1.3617022,0.24,2.036192
1.3717147,0.24,2.0078242
1.3817272,0.24,1.978832
1.3917397,0.24,1.9493079
1.4017522,0.24,1.9193463
1.4117647,0.24,1.8890467
1.4217772,0.24,1.8585026
1.4317899,0.24,1.8278141
1.4418023,0.24,1.7970753
1.4518148,0.24,1.7663779
1.4618273,0.24,1.7358136
1.4718398,0.24,1.7054656
1.4818523,0.24,1.6754143
1.4918648,0.24,1.645735
1.5018773,0.24,1.6164966
1.5118899,0.24,1.5877595
1.5219024,0.24,1.559581
1.531915,0.24,1.5320086
1.5419275,0.24,1.505084
1.55194,0.24,1.478843
1.5619525,0.24,1.4533136
1.571965,0.24,1.4285171
1.5819775,0.24,1.4044704
1.59199,0.24,1.3811841
1.6020025,0.24,1.3586633
1.612015,0.24,1.336909
1.6220275,0.24,1.3159173
1.63204,0.24,1.29568
1.6420525,0.24,1.276186
1.652065,0.24,1.2574234
1.6620775,0.24,1.2393732
1.67209,0.24,1.2220201
1.6821027,0.24,1.2053409
1.6921152,0.24,1.1893163
1.7021277,0.24,1.1739225
1.7121402,0.24,1.1591382
1.7221527,0.24,1.1449378
1.7321652,0.24,1.1312983
1.7421777,0.24,1.1181958
1.7521904,0.24,1.1056051
1.7622027,0.24,1.0935054
1.7722152,0.24,1.081871
1.7822278,0.24,1.0706794
1.7922403,0.24,1.0599098
1.8022528,0.24,1.0495393
1.8122653,0.24,1.0395489
1.8222778,0.24,1.0299165
1.8322904,0.24,1.0206242
1.8423029,0.24,1.0116534
1.8523154,0.24,1.0029855
1.8623279,0.24,0.99460524
1.8723404,0.24,0.9864947
1.882353,0.24,0.97863966
1.8923655,0.24,0.97102517
1.902378,0.24,0.96363777
1.9123905,0.24,0.9564628
1.9224031,0.24,0.94948894
1.9324156,0.24,0.94270486
1.9424281,0.24,0.93609875
1.9524406,0.24,0.92966
1.9624531,0.24,0.9233789
1.9724656,0.24,0.91724557
1.9824781,0.24,0.9112522
1.9924908,0.24,0.905389
2.0025032,0.24,0.8996485
2.0125158,0.24,0.89402467
2.0225282,0.24,0.88850933
2.0325408,0.24,0.8830951
2.0425532,0.24,0.87777776
2.0525658,0.24,0.8725501
2.0625782,0.24,0.867407
2.0725908,0.24,0.8623434
2.0826032,0.24,0.8573547
2.0926158,0.24,0.85243565
2.1026282,0.24,0.847583
2.1126409,0.24,0.84279233
2.1226532,0.24,0.8380595
2.1326659,0.24,0.8333816
2.1426783,0.24,0.8287551
2.152691,0.24,0.8241773
2.1627035,0.24,0.8196444
2.1727161,0.24,0.8151553
2.1827285,0.24,0.81070596
2.1927412,0.24,0.80629474
2.2027535,0.24,0.8019193
2.2127662,0.24,0.7975777
2.2227786,0.24,0.79326755
2.2327912,0.24,0.7889878
2.2428036,0.24,0.784736
2.2528162,0.24,0.7805119
2.2628286,0.24,0.7763131
2.2728412,0.24,0.77213806
2.2828536,0.24,0.76798636
2.2928662,0.24,0.7638565
2.3028786,0.24,0.7597478
2.3128912,0.24,0.7556589
2.3229036,0.24,0.75158924
2.3329163,0.24,0.7475378
2.3429286,0.24,0.743504
2.3529413,0.24,0.73948735
2.3629537,0.24,0.73548704
2.3729663,0.24,0.7315027
2.3829787,0.24,0.72753435
2.3929913,0.24,0.7235802
2.4030037,0.24,0.7196422
2.4130163,0.24,0.7157187
2.4230287,0.24,0.7118097
2.4330413,0.24,0.70791465
2.4430537,0.24,0.7040346
2.4530663,0.24,0.70016867
2.4630787,0.24,0.6963168
2.4730914,0.24,0.69247967
2.483104,0.24,0.68865746
2.4931166,0.24,0.68484885
2.503129,0.24,0.68105584
2.5131416,0.24,0.67727774
2.523154,0.24,0.6735156
2.5331666,0.24,0.6697691
2.543179,0.24,0.6660386
2.5531917,0.24,0.66232425
2.563204,0.24,0.6586277
2.5732167,0.24,0.65494806
2.583229,0.24,0.65128714
2.5932417,0.24,0.6476442
2.603254,0.24,0.6440212
2.6132667,0.24,0.6404179
2.623279,0.24,0.63683516
2.6332917,0.24,0.6332739
2.643304,0.24,0.6297346
2.6533167,0.24,0.6262179
2.6633291,0.24,0.6227264
2.6733418,0.24,0.61925846
2.6833541,0.24,0.61581606
2.6933668,0.24,0.61240107
2.7033792,0.24,0.6090135
2.7133918,0.24,0.6056544
2.7234044,0.24,0.60232574
2.733417,0.24,0.5990277
2.7434294,0.24,0.5957623
2.753442,0.24,0.59253067
2.7634544,0.24,0.58933336
2.773467,0.24,0.58617276
2.7834795,0.24,0.5830496
2.793492,0.24,0.5799659
2.8035045,0.24,0.57692367
2.813517,0.24,0.5739234
2.8235295,0.24,0.57096726
2.833542,0.24,0.56805676
2.8435545,0.24,0.5651941
2.8535671,0.24,0.56238145
2.8635795,0.24,0.5596203
2.8735921,0.24,0.5569131
2.8836045,0.24,0.5542607
2.8936172,0.24,0.55166775
2.9036295,0.24,0.54913443
2.9136422,0.24,0.54666406
2.9236546,0.24,0.5442588
2.9336672,0.24,0.5419212
2.9436796,0.24,0.5396548
2.9536922,0.24,0.5374618
2.9637046,0.24,0.5353449
2.9737172,0.24,0.53330714
2.9837296,0.24,0.53135175
2.9937422,0.24,0.52948207
3.0037546,0.24,0.52770203
3.0137672,0.24,0.52601403
3.0237796,0.24,0.52442306
3.0337923,0.24,0.5229303
3.043805,0.24,0.52154297
3.0538175,0.24,0.52026373
3.06383,0.24,0.51909477
3.0738425,0.24,0.51804274
3.083855,0.24,0.51711184
3.0938675,0.24,0.51630574
3.10388,0.24,0.51562876
3.1138926,0.24,0.51508576
3.123905,0.24,0.5146828
3.1339176,0.24,0.5144227
3.14393,0.24,0.51431304
3.1539426,0.24,0.5143579
3.163955,0.24,0.51456124
3.1739676,0.24,0.514932
3.18398,0.24,0.51547176
3.1939926,0.24,0.5161887
3.204005,0.24,0.51708645
3.2140176,0.24,0.5181721
3.22403,0.24,0.51945025
3.2340426,0.24,0.52092856
3.244055,0.24,0.5226105
3.2540677,0.24,0.5245029
3.26408,0.24,0.5266121
3.2740927,0.24,0.5289417
3.2841053,0.24,0.5315001
3.294118,0.24,0.53429073
3.3041303,0.24,0.5373214
3.314143,0.24,0.54059345
3.3241553,0.24,0.544115
3.334168,0.24,0.5478924
3.3441803,0.24,0.55192727
3.354193,0.24,0.55622596
3.3642054,0.24,0.5607926
3.374218,0.24,0.56563145
3.3842304,0.24,0.5707441
3.394243,0.24,0.57613915
3.4042554,0.24,0.5818139
3.414268,0.24,0.58777624
3.4242804,0.24,0.5940259
3.434293,0.24,0.6005624
3.4443054,0.24,0.6073916
3.454318,0.24,0.61451006
3.4643304,0.24,0.6219222
3.474343,0.24,0.6296249
3.4843554,0.24,0.63761836
3.494368,0.24,0.64590156
3.5043805,0.24,0.6544717
3.514393,0.24,0.66332644
3.5244055,0.24,0.6724612
3.534418,0.24,0.6818717
3.5444305,0.24,0.69155496
3.5544431,0.24,0.70150495
3.5644555,0.24,0.71171415
3.5744681,0.24,0.7221728
3.5844805,0.24,0.7328787
3.5944932,0.24,0.74381965
3.6045058,0.24,0.75498575
3.6145184,0.24,0.7663681
3.6245308,0.24,0.77795166
3.6345434,0.24,0.78972954
3.6445558,0.24,0.8016872
3.6545684,0.24,0.8138053
3.6645808,0.24,0.82607764
3.6745934,0.24,0.8384884
3.6846058,0.24,0.8510187
3.6946185,0.24,0.86365324
3.7046309,0.24,0.8763737
3.7146435,0.24,0.88916415
3.7246559,0.24,0.90200657
3.7346685,0.24,0.91488546
3.744681,0.24,0.9277722
3.7546935,0.24,0.9406585
3.764706,0.24,0.9535169
3.7747185,0.24,0.9663331
3.784731,0.24,0.9790817
3.7947435,0.24,0.9917467
3.804756,0.24,1.0043075
3.8147686,0.24,1.0167456
3.824781,0.24,1.0290356
3.8347936,0.24,1.0411665
3.8448062,0.24,1.0531073
3.8548188,0.24,1.0648522
3.8648312,0.24,1.0763738
3.8748438,0.24,1.0876563
3.8848562,0.24,1.0986869
3.8948689,0.24,1.1094441
3.9048812,0.24,1.1199176
3.9148939,0.24,1.1300867
3.9249063,0.24,1.1399469
3.9349189,0.24,1.1494768
3.9449313,0.24,1.1586719
3.954944,0.24,1.1675227
3.9649563,0.24,1.1760166
3.974969,0.24,1.1841481
3.9849813,0.24,1.1919186
3.994994,0.24,1.1993144
4.005006,0.24,1.2063401
4.0150185,0.24,1.2129912
4.025031,0.24,1.2192743
4.0350432,0.24,1.2251906
4.045056,0.24,1.2307382
4.0550685,0.24,1.235934
4.065081,0.24,1.2407789
4.0750933,0.24,1.2452865
4.0851064,0.24,1.2494657
4.095119,0.24,1.2533357
4.1051316,0.24,1.2569072
4.115144,0.24,1.2601938
4.1251564,0.24,1.2632225
4.135169,0.24,1.2660067
4.1451817,0.24,1.2685671
4.155194,0.24,1.2709284
4.1652064,0.24,1.2731171
4.175219,0.24,1.2751555
4.1852317,0.24,1.2770698
4.195244,0.24,1.2788873
4.2052565,0.24,1.2806351
4.215269,0.24,1.2823412
4.2252817,0.24,1.2840376
4.235294,0.24,1.2857511
4.2453065,0.24,1.2875125
4.255319,0.24,1.2893505
4.2653317,0.24,1.291295
4.275344,0.24,1.2933769
4.2853565,0.24,1.2956264
4.295369,0.24,1.2980697
4.305382,0.24,1.3007367
4.315394,0.24,1.3036532
4.325407,0.24,1.3068497
4.3354197,0.24,1.3103518
4.3454323,0.24,1.3141813
4.3554444,0.24,1.3183646
4.365457,0.24,1.3229201
4.3754697,0.24,1.3278737
4.3854823,0.24,1.3332458
4.3954945,0.24,1.3390505
4.405507,0.24,1.3453093
4.4155197,0.24,1.3520329
4.4255323,0.24,1.3592353
4.4355445,0.24,1.3669295
4.445557,0.24,1.3751247
4.4555697,0.24,1.3838315
4.4655824,0.24,1.3930526
4.4755945,0.24,1.4027944
4.485607,0.24,1.4130554
4.49562,0.24,1.42384
4.5056324,0.24,1.435148
4.5156446,0.24,1.44697
4.525657,0.24,1.459305
4.53567,0.24,1.4721427
4.5456824,0.24,1.485476
4.5556946,0.24,1.4992895
4.565707,0.24,1.5135736
4.57572,0.24,1.5283096
4.5857325,0.24,1.5434773
4.5957446,0.24,1.5590568
4.605757,0.24,1.5750356
4.61577,0.24,1.5913789
4.6257825,0.24,1.6080639
4.6357946,0.24,1.6250591
4.6458073,0.24,1.6423433
4.65582,0.24,1.6598775
4.6658325,0.24,1.677633
4.6758447,0.24,1.6955695
4.6858573,0.24,1.7136528
4.69587,0.24,1.7318461
4.7058825,0.24,1.750107
4.7158947,0.24,1.7683976
4.7259073,0.24,1.7866707
4.73592,0.24,1.8048925
4.7459326,0.24,1.8230114
4.7559447,0.24,1.8409834
4.7659574,0.24,1.8587687
4.77597,0.24,1.8763204
4.7859826,0.24,1.8935907
4.7959948,0.24,1.910538
4.8060074,0.24,1.9271195
4.81602,0.24,1.9432888
4.8260326,0.24,1.959002
4.836045,0.24,1.9742191
4.8460574,0.24,1.988898
4.85607,0.24,2.0029972
4.8660827,0.24,2.0164814
4.876095,0.24,2.0293136
4.8861074,0.24,2.0414593
4.89612,0.24,2.052886
4.9061327,0.24,2.0635643
4.916145,0.24,2.0734622
4.9261575,0.24,2.0825574
4.93617,0.24,2.0908267
4.9461827,0.24,2.0982482
4.956195,0.24,2.1048038
4.9662075,0.24,2.1104763
4.97622,0.24,2.1152568
4.9862328,0.24,2.1191323
4.996245,0.24,2.122096
5.0062575,0.24,2.1241465
5.01627,0.24,2.1252768
5.026283,0.24,2.1254876
5.036295,0.24,2.1247866
5.0463076,0.24,2.1231775
5.05632,0.24,2.120668
5.066333,0.24,2.1172712
5.076345,0.24,2.1129973
5.0863576,0.24,2.1078634
5.09637,0.24,2.1018896
5.106383,0.24,2.0950892
5.116395,0.24,2.0874884
5.1264076,0.24,2.0791087
5.1364202,0.24,2.0699747
5.146433,0.24,2.060113
5.156445,0.24,2.049552
5.1664577,0.24,2.0383205
5.1764703,0.24,2.0264478
5.186483,0.24,2.0139632
5.196495,0.24,2.0008986
5.206508,0.24,1.9872899
5.216521,0.24,1.9731658
5.2265334,0.24,1.9585595
5.2365456,0.24,1.9435065
5.246558,0.24,1.928036
5.256571,0.24,1.9121809
5.2665834,0.24,1.8959806
5.2765956,0.24,1.8794608
5.286608,0.24,1.8626552
5.296621,0.24,1.845597
5.3066335,0.24,1.8283143
5.3166456,0.24,1.810838
5.3266582,0.24,1.7931974
5.336671,0.24,1.77542
5.3466835,0.24,1.7575336
5.3566957,0.24,1.7395651
5.3667083,0.24,1.7215385
5.376721,0.24,1.7034814
5.3867335,0.24,1.6854122
5.3967457,0.24,1.6673532
5.4067583,0.24,1.649329
5.416771,0.24,1.631356
5.4267836,0.24,1.6134515
5.4367957,0.24,1.5956368
5.446809,0.24,1.577924
5.4568214,0.24,1.5603304
5.466834,0.24,1.5428703
5.476846,0.24,1.5255563
5.486859,0.24,1.508398
5.4968715,0.24,1.4914074
5.506884,0.24,1.4745972
5.5168962,0.24,1.4579728
5.526909,0.24,1.4415443
5.5369215,0.24,1.425319
5.546934,0.24,1.4093013
5.5569463,0.24,1.393497
5.566959,0.24,1.3779132
5.5769715,0.24,1.3625519
5.586984,0.24,1.3474174
5.5969963,0.24,1.3325136
5.607009,0.24,1.3178415
5.6170216,0.24,1.3034055
5.627034,0.24,1.2892032
5.6370463,0.24,1.2752383
5.647059,0.24,1.2615085
5.6570716,0.24,1.2480175
5.667084,0.24,1.234762
5.6770964,0.24,1.2217438
5.687109,0.24,1.2089596
5.6971216,0.24,1.1964104
5.7071342,0.24,1.1840932
5.7171464,0.24,1.1720076
5.727159,0.24,1.160151
5.7371716,0.24,1.1485195
5.7471843,0.24,1.1371138
5.7571964,0.24,1.1259308
5.767209,0.24,1.1149688
5.7772217,0.24,1.104223
5.7872343,0.24,1.0936904
5.7972465,0.24,1.0833733
5.807259,0.24,1.0732601
5.8172717,0.24,1.0633562
5.8272843,0.24,1.0536544
5.8372965,0.24,1.0441525
5.847309,0.24,1.0348485
5.8573217,0.24,1.0257378
5.8673344,0.24,1.0168171
5.8773465,0.24,1.0080853
5.887359,0.24,0.9995366
5.897372,0.24,0.9911714
5.9073844,0.24,0.9829821
5.9173965,0.24,0.9749692
5.927409,0.24,0.9671281
5.937422,0.24,0.95945626
5.9474344,0.24,0.95195085
5.9574466,0.24,0.9446096
5.967459,0.24,0.93742734
5.977472,0.24,0.93040115
5.9874845,0.24,0.9235303
5.9974966,0.24,0.9168114
6.007509,0.24,0.91023964
6.017522,0.24,0.90381414
6.0275345,0.24,0.8975312
6.0375466,0.24,0.89138836
6.0475593,0.24,0.8853834
6.057572,0.24,0.87951285
6.0675845,0.24,0.8737746
6.0775967,0.24,0.8681659
6.0876093,0.24,0.8626831
6.097622,0.24,0.8573255
6.1076345,0.24,0.8520909
6.1176467,0.24,0.8469754
6.1276593,0.24,0.8419762
6.137672,0.24,0.8370922
6.1476846,0.24,0.8323193
6.1576967,0.24,0.8276599
6.1677094,0.24,0.8231061
6.177722,0.24,0.81865925
6.1877346,0.24,0.81431466
6.1977468,0.24,0.8100727
6.2077594,0.24,0.80592984
6.217772,0.24,0.801884
6.2277846,0.24,0.7979353
6.237797,0.24,0.794079
6.24781,0.24,0.79031295
6.2578225,0.24,0.78663784
6.267835,0.24,0.78305095
6.2778473,0.24,0.7795492
6.28786,0.24,0.77613205
6.2978725,0.24,0.7727966
6.307885,0.24,0.76954156
6.3178973,0.24,0.7663663
6.32791,0.24,0.76326805
6.3379226,0.24,0.760245
6.347935,0.24,0.7572971
6.3579473,0.24,0.7544207
6.36796,0.24,0.7516151
6.3779726,0.24,0.7488796
6.387985,0.24,0.74621195
6.3979974,0.24,0.74360985
6.40801,0.24,0.741074
6.4180226,0.24,0.7386001
6.4280353,0.24,0.7361899
6.4380474,0.24,0.73384017
6.44806,0.24,0.73154944
6.4580727,0.24,0.7293176
6.4680853,0.24,0.7271419
6.4780974,0.24,0.7250225
6.48811,0.24,0.72295743
6.4981227,0.24,0.7209454
6.5081353,0.24,0.71898526
6.5181475,0.24,0.71707636
6.52816,0.24,0.71521753
6.5381727,0.24,0.71340615
6.5481853,0.24,0.7116439
6.5581975,0.24,0.7099274
6.56821,0.24,0.70825547
6.5782228,0.24,0.7066291
6.5882354,0.24,0.7050453
6.5982475,0.24,0.7035046
6.60826,0.24,0.70200425
6.618273,0.24,0.7005448
6.6282854,0.24,0.699125
6.6382976,0.24,0.6977436
6.6483107,0.24,0.6963987
6.6583233,0.24,0.6950919
6.668336,0.24,0.6938208
6.678348,0.24,0.69258446
6.6883607,0.24,0.69138175
6.6983733,0.24,0.690214
6.708386,0.24,0.6890767
6.718398,0.24,0.6879732
6.7284107,0.24,0.6868995
6.7384233,0.24,0.68585545
6.748436,0.24,0.6848416
6.758448,0.24,0.6838564
6.7684608,0.24,0.6828987
6.7784734,0.24,0.68196946
6.788486,0.24,0.6810654
6.798498,0.24,0.68018836
6.808511,0.24,0.67933625
6.8185234,0.24,0.6785087
6.828536,0.24,0.677705
6.838548,0.24,0.67692417
6.848561,0.24,0.6761661
6.8585734,0.24,0.67543167
6.868586,0.24,0.6747181
6.878598,0.24,0.67402476
6.888611,0.24,0.67335194
6.8986235,0.24,0.6726989
6.908636,0.24,0.67206603
6.9186482,0.24,0.6714509
6.928661,0.24,0.670855
6.9386735,0.24,0.6702762
6.948686,0.24,0.6697146
6.9586983,0.24,0.66916984
6.968711,0.24,0.6686416
6.9787235,0.24,0.6681277
6.988736,0.24,0.6676306
6.9987483,0.24,0.6671482
7.008761,0.24,0.6666799
7.0187736,0.24,0.6662254
7.028786,0.24,0.6657848
7.0387983,0.24,0.6653568
7.048811,0.24,0.6649421
7.0588236,0.24,0.66453916
7.068836,0.24,0.6641485
7.0788484,0.24,0.6637694
7.088861,0.24,0.6634013
7.0988736,0.24,0.66304415
7.1088862,0.24,0.6626964
7.1188984,0.24,0.66236
7.128911,0.24,0.66203314
7.1389236,0.24,0.6617157
7.1489363,0.24,0.6614068
7.1589484,0.24,0.6611076
7.168961,0.24,0.6608153
7.1789737,0.24,0.6605316
7.1889863,0.24,0.66025645
7.1989985,0.24,0.659988
7.209011,0.24,0.6597269
7.2190237,0.24,0.6594729
7.2290363,0.24,0.65922517
7.2390485,0.24,0.65898484
7.249061,0.24,0.6587493
7.2590737,0.24,0.65852064
7.2690864,0.24,0.6582959
7.2790985,0.24,0.65807813
7.289111,0.24,0.65786487
7.299124,0.24,0.6576564
7.3091364,0.24,0.65745264
7.3191485,0.24,0.6572524
7.329161,0.24,0.65705746
7.339174,0.24,0.6568659
7.3491864,0.24,0.65667874
7.3591986,0.24,0.6564943
7.3692117,0.24,0.656313
7.3792243,0.24,0.65613514
7.389237,0.24,0.6559599
7.399249,0.24,0.6557873
7.4092617,0.24,0.6556185
7.4192743,0.24,0.6554511
7.429287,0.24,0.65528554
7.439299,0.24,0.655122
7.4493117,0.24,0.6549614
7.4593244,0.24,0.6548012
7.469337,0.24,0.6546431
7.479349,0.24,0.6544861
7.489362,0.24,0.6543308
7.4993744,0.24,0.6541752
7.509387,0.24,0.65402156
7.519399,0.24,0.65386814
7.529412,0.24,0.6537158
7.5394244,0.24,0.6535639
7.549437,0.24,0.65341216
7.559449,0.24,0.65326077
7.569462,0.24,0.653109
7.5794744,0.24,0.652958
7.589487,0.24,0.6528066
7.599499,0.24,0.6526546
7.609512,0.24,0.6525019
7.6195245,0.24,0.6523493
7.629537,0.24,0.6521961
7.6395493,0.24,0.65204245
7.649562,0.24,0.6518876
7.6595745,0.24,0.6517312
7.669587,0.24,0.65157455
7.6795993,0.24,0.6514171
7.689612,0.24,0.65125686
7.6996245,0.24,0.65109736
7.709637,0.24,0.65093607
7.7196493,0.24,0.65077275
7.729662,0.24,0.6506074
7.7396746,0.24,0.65044147
7.749687,0.24,0.6502736
7.7596993,0.24,0.65010387
7.769712,0.24,0.6499323
7.7797246,0.24,0.649759
7.789737,0.24,0.6495846
7.7997494,0.24,0.6494065
7.809762,0.24,0.6492271
7.8197746,0.24,0.64904505
7.8297873,0.24,0.6488617
7.8397994,0.24,0.64867586
7.8498125,0.24,0.648488
7.859825,0.24,0.6482968
7.8698378,0.24,0.6481039
7.87985,0.24,0.6479083
7.8898625,0.24,0.647711
7.899875,0.24,0.64751023
7.909888,0.24,0.6473065
7.9199,0.24,0.647101
7.9299126,0.24,0.64689237
7.939925,0.24,0.64668125
7.949938,0.24,0.64646703
7.95995,0.24,0.64625067
7.9699626,0.24,0.6460307
7.979975,0.24,0.6458089
7.989988,0.24,0.645583
8.0,0.24,0.6453549
0.0,0.26,1.3073628
0.010012516,0.26,1.3105891
0.020025032,0.26,1.3138776
0.030037548,0.26,1.31723
0.040050063,0.26,1.3206556
0.05006258,0.26,1.3241732
0.060075097,0.26,1.327805
0.07008761,0.26,1.3315768
0.08010013,0.26,1.3355184
0.09011264,0.26,1.3396585
0.10012516,0.26,1.3440251
0.11013767,0.26,1.348645
0.12015019,0.26,1.353544
0.1301627,0.26,1.3587427
0.14017522,0.26,1.364259
0.15018773,0.26,1.3701086
0.16020025,0.26,1.3763034
0.17021278,0.26,1.3828533
0.18022528,0.26,1.3897634
0.1902378,0.26,1.3970382
0.20025031,0.26,1.4046781
0.21026284,0.26,1.4126825
0.22027534,0.26,1.4210484
0.23028786,0.26,1.4297698
0.24030039,0.26,1.4388409
0.2503129,0.26,1.4482534
0.26032543,0.26,1.4579985
0.27033794,0.26,1.4680648
0.28035045,0.26,1.4784403
0.29036295,0.26,1.489114
0.3003755,0.26,1.5000708
0.310388,0.26,1.511297
0.3204005,0.26,1.5227785
0.330413,0.26,1.5344987
0.34042555,0.26,1.5464447
0.35043806,0.26,1.5585973
0.36045057,0.26,1.5709431
0.37046307,0.26,1.5834646
0.3804756,0.26,1.5961459
0.39048812,0.26,1.6089699
0.40050063,0.26,1.6219218
0.41051313,0.26,1.6349847
0.42052567,0.26,1.6481433
0.43053818,0.26,1.6613817
0.44055068,0.26,1.6746855
0.4505632,0.26,1.6880395
0.46057573,0.26,1.7014291
0.47058824,0.26,1.7148421
0.48060077,0.26,1.7282646
0.49061328,0.26,1.7416844
0.5006258,0.26,1.7550893
0.5106383,0.26,1.7684686
0.52065086,0.26,1.7818124
0.5306634,0.26,1.7951102
0.5406759,0.26,1.8083541
0.5506884,0.26,1.8215351
0.5607009,0.26,1.8346462
0.5707134,0.26,1.8476808
0.5807259,0.26,1.8606324
0.5907384,0.26,1.8734958
0.600751,0.26,1.8862674
0.6107635,0.26,1.898942
0.620776,0.26,1.9115174
0.6307885,0.26,1.9239893
0.640801,0.26,1.9363573
0.6508135,0.26,1.9486184
0.660826,0.26,1.960773
0.67083853,0.26,1.9728179
0.6808511,0.26,1.9847546
0.6908636,0.26,1.996582
0.7008761,0.26,2.0083005
0.7108886,0.26,2.0199106
0.72090113,0.26,2.031413
0.73091364,0.26,2.0428076
0.74092615,0.26,2.0540955
0.75093865,0.26,2.0652764
0.7609512,0.26,2.076352
0.7709637,0.26,2.0873218
0.78097624,0.26,2.0981858
0.79098874,0.26,2.108944
0.80100125,0.26,2.1195958
0.81101376,0.26,2.1301403
0.82102627,0.26,2.1405764
0.8310388,0.26,2.1509018
0.84105134,0.26,2.161113
0.85106385,0.26,2.1712074
0.86107635,0.26,2.1811807
0.87108886,0.26,2.1910276
0.88110137,0.26,2.200743
0.8911139,0.26,2.2103188
0.9011264,0.26,2.219747
0.9111389,0.26,2.2290199
0.92115146,0.26,2.238125
0.93116397,0.26,2.2470522
0.9411765,0.26,2.2557871
0.951189,0.26,2.2643163
0.96120155,0.26,2.272623
0.97121406,0.26,2.2806904
0.98122656,0.26,2.2884977
0.9912391,0.26,2.296025
1.0012516,0.26,2.3032498
1.0112641,0.26,2.3101468
1.0212766,0.26,2.3166912
1.0312891,0.26,2.3228536
1.0413016,0.26,2.3286047
1.0513141,0.26,2.3339138
1.0613266,0.26,2.3387465
1.0713391,0.26,2.343069
1.0813516,0.26,2.3468447
1.0913641,0.26,2.350036
1.1013767,0.26,2.352604
1.1113892,0.26,2.3545094
1.1214018,0.26,2.3557098
1.1314143,0.26,2.3561666
1.1414268,0.26,2.355836
1.1514393,0.26,2.3546789
1.1614518,0.26,2.3526516
1.1714643,0.26,2.3497162
1.1814768,0.26,2.3458338
1.1914895,0.26,2.3409667
1.2015018,0.26,2.3350806
1.2115144,0.26,2.3281431
1.2215269,0.26,2.320125
1.2315394,0.26,2.311
1.2415519,0.26,2.3007486
1.2515644,0.26,2.2893515
1.2615769,0.26,2.2767985
1.2715895,0.26,2.2630808
1.281602,0.26,2.2481997
1.2916145,0.26,2.232158
1.301627,0.26,2.214968
1.3116395,0.26,2.1966476
1.321652,0.26,2.1772196
1.3316646,0.26,2.1567159
1.3416771,0.26,2.135173
1.3516896,0.26,2.112635
1.3617022,0.26,2.0891514
1.3717147,0.26,2.0647798
1.3817272,0.26,2.0395792
1.3917397,0.26,2.0136185
1.4017522,0.26,1.9869673
1.4117647,0.26,1.9597025
1.4217772,0.26,1.9319015
1.4317899,0.26,1.9036462
1.4418023,0.26,1.8750188
1.4518148,0.26,1.8461044
1.4618273,0.26,1.8169856
1.4718398,0.26,1.7877471
1.4818523,0.26,1.7584708
1.4918648,0.26,1.7292371
1.5018773,0.26,1.7001219
1.5118899,0.26,1.6712
1.5219024,0.26,1.6425424
1.531915,0.26,1.6142123
1.5419275,0.26,1.5862694
1.55194,0.26,1.5587709
1.5619525,0.26,1.531765
1.571965,0.26,1.5052955
1.5819775,0.26,1.4794021
1.59199,0.26,1.4541154
1.6020025,0.26,1.4294643
1.612015,0.26,1.4054697
1.6220275,0.26,1.3821497
1.63204,0.26,1.3595147
1.6420525,0.26,1.3375733
1.652065,0.26,1.316328
1.6620775,0.26,1.2957783
1.67209,0.26,1.2759213
1.6821027,0.26,1.256747
1.6921152,0.26,1.2382491
1.7021277,0.26,1.2204134
1.7121402,0.26,1.2032259
1.7221527,0.26,1.1866705
1.7321652,0.26,1.1707294
1.7421777,0.26,1.1553836
1.7521904,0.26,1.1406138
1.7622027,0.26,1.1264
1.7722152,0.26,1.1127226
1.7822278,0.26,1.0995584
1.7922403,0.26,1.0868876
1.8022528,0.26,1.0746891
1.8122653,0.26,1.0629432
1.8222778,0.26,1.0516274
1.8322904,0.26,1.0407221
1.8423029,0.26,1.0302086
1.8523154,0.26,1.0200663
1.8623279,0.26,1.0102792
1.8723404,0.26,1.0008266
1.882353,0.26,0.991692
1.8923655,0.26,0.9828598
1.902378,0.26,0.97431225
1.9123905,0.26,0.9660347
1.9224031,0.26,0.95801264
1.9324156,0.26,0.95023197
1.9424281,0.26,0.94267887
1.9524406,0.26,0.9353414
1.9624531,0.26,0.92820746
1.9724656,0.26,0.92126364
1.9824781,0.26,0.91450125
1.9924908,0.26,0.9079097
2.0025032,0.26,0.901478
2.0125158,0.26,0.8951977
2.0225282,0.26,0.8890602
2.0325408,0.26,0.88305634
2.0425532,0.26,0.8771791
2.0525658,0.26,0.8714208
2.0625782,0.26,0.8657754
2.0725908,0.26,0.8602348
2.0826032,0.26,0.8547937
2.0926158,0.26,0.8494466
2.1026282,0.26,0.8441873
2.1126409,0.26,0.8390115
2.1226532,0.26,0.8339142
2.1326659,0.26,0.82889
2.1426783,0.26,0.8239363
2.152691,0.26,0.8190468
2.1627035,0.26,0.81422013
